visitorid,num_items_viewed,view_count,firstview_to_cart,cart_to_transaction,bought_count,purchased,view_rate,purchase_rate
877114,1,1,,,0,0,1.0,0.0
1349130,1,2,,,0,0,0.5,0.0
121714,2,4,0.0347222222222222,0.0405555555555555,1,1,0.5,0.25
199153,3,7,0.0341666666666666,46.29861111111112,1,1,0.42857142857142855,0.14285714285714285
390227,2,2,,,0,0,1.0,0.0
1182324,3,3,0.1041666666666666,0.0263888888888888,1,1,1.0,0.3333333333333333
923817,1,1,,,0,0,1.0,0.0
883745,33,44,58.20151960784314,5.653725490196079,9,1,0.75,0.20454545454545456
347756,5,9,0.2629166666666666,20.104722222222215,2,1,0.5555555555555556,0.2222222222222222
1399260,12,14,,,1,1,0.8571428571428571,0.07142857142857142
104431,1,1,,,0,0,1.0,0.0
239309,1,1,,,0,0,1.0,0.0
281202,2,7,0.1769444444444444,0.2283333333333333,1,1,0.2857142857142857,0.14285714285714285
1219635,1,2,,,1,1,0.5,0.5
1150301,1,1,,,0,0,1.0,0.0
1379098,1,1,,,0,0,1.0,0.0
805809,2,2,,,0,0,1.0,0.0
1130905,1,1,,,0,0,1.0,0.0
160561,1,1,478.08972222222224,0.1794444444444444,1,1,1.0,1.0
1076611,5,9,0.1369444444444444,0.2711111111111111,1,1,0.5555555555555556,0.1111111111111111
99249,1,1,,,0,0,1.0,0.0
744769,4,11,0.2725,0.0641666666666666,1,1,0.36363636363636365,0.09090909090909091
1009420,1,1,,,0,0,1.0,0.0
1135250,1,3,,,0,0,0.3333333333333333,0.0
559277,1,1,,,0,0,1.0,0.0
1028187,1,1,0.1977777777777777,0.0186111111111111,1,1,1.0,1.0
686940,34,48,1018.8607575757576,0.1629040404040404,2,1,0.7083333333333334,0.041666666666666664
912815,4,4,,,0,0,1.0,0.0
982680,1,1,,,0,0,1.0,0.0
7201,2,2,,,0,0,1.0,0.0
515222,1,1,,,0,0,1.0,0.0
135294,1,1,,,0,0,1.0,0.0
52452,1,4,466.2261111111111,0.0413888888888888,1,1,0.25,0.25
1073916,3,4,,,0,0,0.75,0.0
121322,16,24,0.0825,0.05,1,1,0.6666666666666666,0.041666666666666664
32160,3,5,45.683194444444446,0.0174999999999999,2,1,0.6,0.4
1012161,1,1,,,0,0,1.0,0.0
939265,1,1,,,0,0,1.0,0.0
1192181,1,1,-0.075,0.0561111111111111,1,1,1.0,1.0
1215901,1,1,,,0,0,1.0,0.0
603702,2,6,346.34194444444444,0.0466666666666666,2,1,0.3333333333333333,0.3333333333333333
1154909,1,1,,,0,0,1.0,0.0
1113059,3,7,1.7397222222222222,0.0144444444444444,1,1,0.42857142857142855,0.14285714285714285
952505,1,1,,,0,0,1.0,0.0
313178,1,1,,,0,0,1.0,0.0
795274,1,2,,,1,1,0.5,0.5
789793,4,16,121.66888888888889,0.2061805555555555,3,1,0.25,0.1875
813446,4,10,0.0313888888888888,0.0627777777777777,1,1,0.4,0.1
173491,1,1,,,0,0,1.0,0.0
341098,3,7,559.0411111111111,0.0677777777777777,1,1,0.42857142857142855,0.14285714285714285
1128992,1,4,2.6461111111111117,0.0391666666666666,1,1,0.25,0.25
918664,7,10,262.55083333333334,0.0361111111111111,1,1,0.7,0.1
533153,2,2,1132.0997222222222,0.0202777777777777,1,1,1.0,0.5
122153,1,3,6.820555555555555,0.1933333333333333,1,1,0.3333333333333333,0.3333333333333333
279406,69,88,0.3587962962962963,0.02875,8,1,0.7840909090909091,0.09090909090909091
668330,1,2,,,0,0,0.5,0.0
107998,1,1,,,1,1,1.0,1.0
1140031,1,1,0.0097222222222222,0.0313888888888888,1,1,1.0,1.0
38632,1,1,,,0,0,1.0,0.0
154055,1,1,,,0,0,1.0,0.0
109293,2,3,2711.4966666666664,0.0086111111111111,1,1,0.6666666666666666,0.3333333333333333
611155,2,11,0.2980555555555556,0.1344444444444444,1,1,0.18181818181818182,0.09090909090909091
1154784,2,5,0.0222222222222222,0.0522222222222222,1,1,0.4,0.2
820106,1,1,,,0,0,1.0,0.0
364949,3,4,,,0,0,0.75,0.0
337227,1,1,,,0,0,1.0,0.0
521451,2,3,2329.5491666666667,0.0608333333333333,1,1,0.6666666666666666,0.3333333333333333
832527,4,5,1555.6152777777777,0.0394444444444444,1,1,0.8,0.2
1023387,2,2,,,0,0,1.0,0.0
1375517,1,1,,,0,0,1.0,0.0
26803,1,1,,,0,0,1.0,0.0
458813,1,1,,,0,0,1.0,0.0
250104,1,1,,,0,0,1.0,0.0
532200,1,1,,,0,0,1.0,0.0
671023,2,2,,,0,0,1.0,0.0
1117850,2,4,,,0,0,0.5,0.0
1224226,3,11,0.0075,0.2688888888888889,1,1,0.2727272727272727,0.09090909090909091
312821,1,1,,,0,0,1.0,0.0
602354,1,1,,,1,1,1.0,1.0
1190646,2,2,,,0,0,1.0,0.0
1126619,1,1,,,0,0,1.0,0.0
72944,1,1,,,1,1,1.0,1.0
759288,9,17,78.5875,9.75825,3,1,0.5294117647058824,0.17647058823529413
337282,1,4,737.9091666666667,0.0580555555555555,2,1,0.25,0.5
1187986,20,51,1582.5636527777776,0.8350277777777777,4,1,0.39215686274509803,0.0784313725490196
137452,1,1,972.2033333333334,0.0605555555555555,1,1,1.0,1.0
5207,2,10,0.0552777777777777,0.0641666666666666,1,1,0.2,0.1
836163,1,1,,,0,0,1.0,0.0
254711,2,2,,,0,0,1.0,0.0
1329638,1,1,,,0,0,1.0,0.0
319333,1,4,,,0,0,0.25,0.0
461703,3,4,0.0458333333333333,0.1496296296296296,2,1,0.75,0.5
582994,1,1,,,0,0,1.0,0.0
417215,1,1,736.2047222222222,0.0541666666666666,1,1,1.0,1.0
741951,1,2,0.1333333333333333,0.0769444444444444,1,1,0.5,0.5
1114514,7,7,636.9894444444444,0.0283333333333333,1,1,1.0,0.14285714285714285
1235294,4,9,-0.0038888888888888,0.1119444444444444,1,1,0.4444444444444444,0.1111111111111111
189838,3,9,,,1,1,0.3333333333333333,0.1111111111111111
574730,1,1,,,0,0,1.0,0.0
669917,1,1,,,0,0,1.0,0.0
278771,3,5,1394.325,0.0897222222222222,3,1,0.6,0.6
282122,1,1,,,0,0,1.0,0.0
587663,1,1,432.0183333333333,0.0952777777777777,1,1,1.0,1.0
1286355,6,8,724.3478888888887,0.4804444444444444,3,1,0.75,0.375
744547,3,6,0.1497222222222222,0.1647222222222222,1,1,0.5,0.16666666666666666
884688,1,1,,,0,0,1.0,0.0
225793,1,1,,,0,0,1.0,0.0
527020,2,2,,,0,0,1.0,0.0
343559,8,15,31.58853395061728,0.130679012345679,4,1,0.5333333333333333,0.26666666666666666
955435,2,2,,,0,0,1.0,0.0
1135161,1,1,,,0,0,1.0,0.0
559438,1,1,,,0,0,1.0,0.0
856584,1,1,,,3,1,1.0,3.0
375200,1,1,,,0,0,1.0,0.0
917851,9,10,0.0331481481481481,0.2051851851851852,2,1,0.9,0.2
480203,6,7,191.26842592592592,0.1036111111111111,2,1,0.8571428571428571,0.2857142857142857
53051,4,5,107.521512345679,0.1949691358024691,4,1,0.8,0.8
114806,1,2,,,0,0,0.5,0.0
1168468,1,1,,,0,0,1.0,0.0
203291,2,3,,,0,0,0.6666666666666666,0.0
1274536,1,1,,,0,0,1.0,0.0
156451,1,2,,,0,0,0.5,0.0
1220875,1,1,-0.0019444444444444,0.105,1,1,1.0,1.0
865638,1,1,1151.6177777777775,0.0533333333333333,1,1,1.0,1.0
1246731,1,1,0.0036111111111111,0.0194444444444444,1,1,1.0,1.0
998681,1,1,1114.4061111111112,0.0519444444444444,1,1,1.0,1.0
576588,2,3,959.74,0.1402777777777777,1,1,0.6666666666666666,0.3333333333333333
512833,1,1,,,1,1,1.0,1.0
1054695,2,3,3036.075555555556,0.04,1,1,0.6666666666666666,0.3333333333333333
259888,1,2,,,0,0,0.5,0.0
1387760,1,1,,,0,0,1.0,0.0
512264,1,1,,,0,0,1.0,0.0
601805,1,1,,,0,0,1.0,0.0
1017997,8,12,0.0459444444444444,0.2763055555555555,4,1,0.6666666666666666,0.3333333333333333
1053883,1,1,,,0,0,1.0,0.0
568275,1,1,0.6877777777777778,0.1433333333333333,1,1,1.0,1.0
776382,3,4,,,0,0,0.75,0.0
986325,2,11,,,1,1,0.18181818181818182,0.09090909090909091
1034816,1,2,,,0,0,0.5,0.0
1177596,1,3,1102.2525,0.1358333333333333,1,1,0.3333333333333333,0.3333333333333333
591503,1,1,,,0,0,1.0,0.0
1023268,1,1,,,0,0,1.0,0.0
255389,1,3,0.0397222222222222,0.7200000000000001,1,1,0.3333333333333333,0.3333333333333333
251054,1,1,,,0,0,1.0,0.0
618313,1,1,,,0,0,1.0,0.0
295158,9,10,,,0,0,0.9,0.0
106626,1,2,1849.7940277777775,0.2929166666666666,1,1,0.5,0.5
1271981,2,2,,,0,0,1.0,0.0
464410,10,17,1638.3293093093096,0.1755705705705758,10,1,0.5882352941176471,0.5882352941176471
483867,1,2,,,0,0,0.5,0.0
1108795,1,4,1.0322222222222222,0.3066666666666666,1,1,0.25,0.25
520897,1,1,,,0,0,1.0,0.0
801299,2,2,,,0,0,1.0,0.0
919420,13,16,0.0383333333333333,1.6955555555555557,1,1,0.8125,0.0625
1393113,2,3,,,1,1,0.6666666666666666,0.3333333333333333
405243,1,1,,,0,0,1.0,0.0
1256809,1,4,,,0,0,0.25,0.0
1329523,2,3,0.0154166666666666,0.0720833333333333,3,1,0.6666666666666666,1.0
744007,1,1,,,0,0,1.0,0.0
214742,1,1,,,0,0,1.0,0.0
310685,4,4,-0.025,0.0430555555555555,2,1,1.0,0.5
1195235,1,1,,,0,0,1.0,0.0
711294,1,1,,,0,0,1.0,0.0
1078486,6,8,0.3,0.2159722222222222,2,1,0.75,0.25
291472,3,10,0.0189197530864197,0.5196296296296297,2,1,0.3,0.2
1355960,1,2,1079.2266666666667,0.0422222222222222,1,1,0.5,0.5
367862,1,2,1504.8461111111112,0.6375,1,1,0.5,0.5
123949,1,7,,,0,0,0.14285714285714285,0.0
1168467,1,1,0.0991666666666666,0.0130555555555555,1,1,1.0,1.0
1305229,1,1,,,0,0,1.0,0.0
170096,2,5,0.1488888888888888,0.1997222222222222,1,1,0.4,0.2
998760,1,1,,,0,0,1.0,0.0
381045,3,5,0.0436111111111111,0.0547222222222222,2,1,0.6,0.4
118583,1,1,,,0,0,1.0,0.0
1203513,3,7,,,0,0,0.42857142857142855,0.0
142611,1,2,809.9872222222223,0.0305555555555555,1,1,0.5,0.5
555202,1,3,,,0,0,0.3333333333333333,0.0
876481,1,1,574.5675,0.1513888888888888,1,1,1.0,1.0
147808,1,2,0.0075,0.0352777777777777,1,1,0.5,0.5
1107997,1,1,1598.151388888889,0.0230555555555555,1,1,1.0,1.0
599414,2,2,,,0,0,1.0,0.0
124956,1,1,,,0,0,1.0,0.0
536804,28,34,-24.407579365079357,38.60802910052911,18,1,0.8235294117647058,0.5294117647058824
1249845,1,1,,,0,0,1.0,0.0
1224056,1,1,,,0,0,1.0,0.0
763594,1,2,2844.768888888889,0.1127777777777777,1,1,0.5,0.5
88182,4,14,51.97138888888889,0.1022222222222222,1,1,0.2857142857142857,0.07142857142857142
1283849,14,20,545.3669444444445,0.0434444444444579,3,1,0.7,0.15
175940,1,2,0.2713888888888889,0.1208333333333333,1,1,0.5,0.5
636918,4,7,2.265555555555556,0.0308333333333333,1,1,0.5714285714285714,0.14285714285714285
1396315,1,1,0.1219444444444444,0.07,1,1,1.0,1.0
181889,1,2,1.574722222222222,0.0725,1,1,0.5,0.5
1207544,1,1,,,0,0,1.0,0.0
916130,1,1,,,0,0,1.0,0.0
1132858,5,10,1189.2222222222222,47.464444444444446,1,1,0.5,0.1
1279069,1,1,,,0,0,1.0,0.0
1361130,1,1,,,0,0,1.0,0.0
1311330,1,1,,,0,0,1.0,0.0
573587,1,2,0.0222222222222222,0.0291666666666666,2,1,0.5,1.0
1401614,1,1,,,0,0,1.0,0.0
50340,1,2,0.0030555555555555,0.0286111111111111,1,1,0.5,0.5
300210,1,1,,,1,1,1.0,1.0
270464,4,11,0.157037037037037,0.1463888888888889,2,1,0.36363636363636365,0.18181818181818182
799471,1,1,988.0661111111112,0.1033333333333333,1,1,1.0,1.0
934640,1,3,,,0,0,0.3333333333333333,0.0
486009,1,1,,,0,0,1.0,0.0
1144962,2,4,,,0,0,0.5,0.0
533663,1,1,,,0,0,1.0,0.0
741384,2,10,,,0,0,0.2,0.0
525804,1,1,,,0,0,1.0,0.0
309627,1,1,,,0,0,1.0,0.0
780934,1,1,,,0,0,1.0,0.0
1378697,26,59,2691.38058080808,45.16320707070708,3,1,0.4406779661016949,0.05084745762711865
834733,1,1,,,0,0,1.0,0.0
504827,7,17,806.1019444444445,2.730277777777778,1,1,0.4117647058823529,0.058823529411764705
105090,1,2,0.0347222222222222,0.1113888888888888,1,1,0.5,0.5
1093207,2,2,,,0,0,1.0,0.0
1291319,7,7,,,0,0,1.0,0.0
400724,1,1,,,0,0,1.0,0.0
1135439,1,1,,,0,0,1.0,0.0
393972,8,12,67.5933064516129,0.3159408602150537,7,1,0.6666666666666666,0.5833333333333334
574255,1,3,,,0,0,0.3333333333333333,0.0
706830,1,1,,,0,0,1.0,0.0
646154,2,4,2181.808055555556,0.0283333333333333,1,1,0.5,0.25
1382658,1,1,0.0052777777777777,0.1005555555555555,1,1,1.0,1.0
1124557,1,2,0.0058333333333333,0.0986111111111111,1,1,0.5,0.5
45369,1,1,,,0,0,1.0,0.0
635351,1,2,1873.012222222222,0.0322222222222222,2,1,0.5,1.0
634352,1,3,0.0313888888888888,0.0627777777777777,1,1,0.3333333333333333,0.3333333333333333
1275203,5,5,,,0,0,1.0,0.0
188684,9,29,,,0,0,0.3103448275862069,0.0
284767,1,1,675.2227777777778,0.0763888888888889,1,1,1.0,1.0
499662,1,1,,,0,0,1.0,0.0
719631,1,1,,,0,0,1.0,0.0
225936,6,8,0.0216666666666666,23.745555555555555,1,1,0.75,0.125
1079139,12,19,0.2181666666666666,0.3492777777777778,2,1,0.631578947368421,0.10526315789473684
677255,3,6,117.61388888888888,0.8525,4,1,0.5,0.6666666666666666
649499,2,5,0.3063888888888889,-0.1205555555555555,1,1,0.4,0.2
1171630,12,12,503.0080555555556,13.38324074074074,6,1,1.0,0.5
747695,1,1,1976.3211111111111,0.1280555555555555,1,1,1.0,1.0
925216,1,1,,,0,0,1.0,0.0
804216,2,4,2234.8611111111118,0.0294444444444444,1,1,0.5,0.25
1223609,1,1,,,0,0,1.0,0.0
768395,1,1,,,0,0,1.0,0.0
487204,1,1,,,0,0,1.0,0.0
511213,1,1,,,0,0,1.0,0.0
1022332,1,1,,,0,0,1.0,0.0
199297,4,8,0.2755555555555555,0.0175,1,1,0.5,0.125
83931,2,2,,,0,0,1.0,0.0
1260630,1,1,,,0,0,1.0,0.0
676445,1,1,,,0,0,1.0,0.0
935726,1,1,2951.8069444444445,0.0336111111111111,1,1,1.0,1.0
722641,1,2,0.4419444444444444,0.0808333333333333,2,1,0.5,1.0
7211,1,1,,,0,0,1.0,0.0
68804,3,4,0.0044444444444444,0.0233333333333333,1,1,0.75,0.25
380054,1,2,,,0,0,0.5,0.0
1140231,1,1,,,0,0,1.0,0.0
1407070,1,1,,,1,1,1.0,1.0
17591,6,11,724.648134920635,0.1079761904761904,2,1,0.5454545454545454,0.18181818181818182
959538,1,1,,,0,0,1.0,0.0
1363986,1,1,,,0,0,1.0,0.0
917318,1,1,,,0,0,1.0,0.0
67481,1,1,,,0,0,1.0,0.0
1137032,2,4,,,1,1,0.5,0.25
952047,1,1,,,0,0,1.0,0.0
862992,3,3,,,0,0,1.0,0.0
932505,3,5,,,0,0,0.6,0.0
551398,4,6,,,2,1,0.6666666666666666,0.3333333333333333
1063848,2,5,2812.0383333333334,0.1263888888888888,1,1,0.4,0.2
1273697,2,6,539.8033333333333,0.1111111111111111,1,1,0.3333333333333333,0.16666666666666666
1308898,2,2,180.3130555555556,0.0308333333333333,1,1,1.0,0.5
2371,4,13,,,0,0,0.3076923076923077,0.0
330461,1,5,0.4055555555555555,0.4161111111111111,1,1,0.2,0.2
1365514,3,4,3.5327777777777776,0.0216666666666666,1,1,0.75,0.25
936931,1,1,,,0,0,1.0,0.0
917005,2,5,1875.68,0.0386111111111111,1,1,0.4,0.2
741119,1,3,2.795555555555556,0.0558333333333333,1,1,0.3333333333333333,0.3333333333333333
540430,1,1,,,0,0,1.0,0.0
1161763,1,1,,,0,0,1.0,0.0
549863,1,1,0.0308333333333333,0.0133333333333333,1,1,1.0,1.0
272096,1,2,0.0469444444444444,0.0422222222222222,1,1,0.5,0.5
576321,4,4,,,0,0,1.0,0.0
32119,1,4,-0.0322222222222222,5.781111111111112,2,1,0.25,0.5
447934,10,12,,,1,1,0.8333333333333334,0.08333333333333333
990370,1,2,,,0,0,0.5,0.0
600428,1,1,,,0,0,1.0,0.0
404983,1,1,,,0,0,1.0,0.0
152983,1,1,,,0,0,1.0,0.0
252249,1,3,,,1,1,0.3333333333333333,0.3333333333333333
1036087,1,1,,,0,0,1.0,0.0
71192,8,14,0.3966666666666666,0.0352777777777777,1,1,0.5714285714285714,0.07142857142857142
516784,4,16,190.3394444444444,0.165,1,1,0.25,0.0625
562372,1,1,,,0,0,1.0,0.0
602366,3,5,,,0,0,0.6,0.0
190756,1,2,0.0013888888888888,0.0083333333333333,1,1,0.5,0.5
359044,1,1,,,1,1,1.0,1.0
1039831,1,11,1.5886111111111112,0.0561111111111111,1,1,0.09090909090909091,0.09090909090909091
308096,3,11,,,1,1,0.2727272727272727,0.09090909090909091
1029750,17,57,101.03305555555556,0.1183333333333333,1,1,0.2982456140350877,0.017543859649122806
957312,4,6,493.7673611111112,0.0895833333333333,3,1,0.6666666666666666,0.5
546406,5,21,71.64208333333333,71.66958333333334,1,1,0.23809523809523808,0.047619047619047616
741876,1,2,,,0,0,0.5,0.0
1267759,2,5,0.0827777777777777,0.0386111111111111,1,1,0.4,0.2
674826,1,1,,,0,0,1.0,0.0
328911,2,8,137.40694444444443,10.293333333333337,1,1,0.25,0.125
49112,1,1,,,0,0,1.0,0.0
303280,1,1,,,0,0,1.0,0.0
683252,1,1,,,0,0,1.0,0.0
99357,1,1,,,0,0,1.0,0.0
288422,1,1,162.12,0.0258333333333333,1,1,1.0,1.0
222733,1,3,,,0,0,0.3333333333333333,0.0
1089503,1,1,,,0,0,1.0,0.0
148331,1,1,,,0,0,1.0,0.0
1065455,1,1,,,0,0,1.0,0.0
797115,1,4,,,0,0,0.25,0.0
325895,1,1,,,0,0,1.0,0.0
911341,1,1,,,0,0,1.0,0.0
94139,1,1,,,0,0,1.0,0.0
698706,1,2,,,0,0,0.5,0.0
440261,1,1,,,0,0,1.0,0.0
480000,2,2,0.015,0.0180555555555555,1,1,1.0,0.5
305438,1,1,,,0,0,1.0,0.0
1223575,1,1,,,0,0,1.0,0.0
270840,1,1,,,0,0,1.0,0.0
799081,1,1,,,0,0,1.0,0.0
705834,23,33,308.8442361111112,0.8267361111111111,2,1,0.696969696969697,0.06060606060606061
712880,1,2,587.1,0.3038888888888889,1,1,0.5,0.5
1222828,1,2,0.0086111111111111,0.0397222222222222,1,1,0.5,0.5
202615,1,2,,,0,0,0.5,0.0
560785,1,1,,,1,1,1.0,1.0
429139,4,5,642.6733333333333,0.0138888888888888,1,1,0.8,0.2
754781,3,8,,,1,1,0.375,0.125
22673,1,2,,,0,0,0.5,0.0
190170,3,5,,,0,0,0.6,0.0
307264,10,40,43.29888888888889,0.0391666666666666,1,1,0.25,0.025
832453,5,6,-0.0073611111111111,0.2547222222222222,2,1,0.8333333333333334,0.3333333333333333
991444,3,4,,,0,0,0.75,0.0
965962,1,1,,,0,0,1.0,0.0
1149667,1,1,0.1744444444444444,0.0875,1,1,1.0,1.0
760119,5,7,0.0361111111111111,0.0209722222222222,4,1,0.7142857142857143,0.5714285714285714
1348401,1,1,,,0,0,1.0,0.0
478631,1,1,,,0,0,1.0,0.0
1220101,2,5,0.145,0.1483333333333333,1,1,0.4,0.2
328364,1,2,1209.451111111111,0.0791666666666666,1,1,0.5,0.5
957393,2,4,3.3816666666666664,0.0552777777777777,1,1,0.5,0.25
446252,2,6,1118.3405555555555,0.0763888888888889,1,1,0.3333333333333333,0.16666666666666666
626013,2,4,,,1,1,0.5,0.25
1174437,1,2,,,0,0,0.5,0.0
1153341,1,1,,,0,0,1.0,0.0
446381,1,1,,,0,0,1.0,0.0
605245,11,16,1148.86,0.0380555555555555,1,1,0.6875,0.0625
320195,1,1,837.1852777777777,0.1119444444444444,1,1,1.0,1.0
272843,1,1,,,0,0,1.0,0.0
1381558,2,4,1687.1152777777777,-0.0120833333333333,2,1,0.5,0.5
162676,1,1,,,0,0,1.0,0.0
1339954,1,1,,,0,0,1.0,0.0
92384,13,21,0.1656944444444444,0.1359722222222222,2,1,0.6190476190476191,0.09523809523809523
1062192,9,20,546.3662962962964,0.144074074074074,3,1,0.45,0.15
333201,1,1,,,0,0,1.0,0.0
711891,1,1,,,0,0,1.0,0.0
718852,1,1,,,1,1,1.0,1.0
973633,4,5,0.0267592592592592,0.052037037037037,2,1,0.8,0.4
1224323,1,2,0.1477777777777777,0.0494444444444444,1,1,0.5,0.5
1021625,2,2,,,0,0,1.0,0.0
354679,1,2,,,0,0,0.5,0.0
1189992,1,1,,,0,0,1.0,0.0
1369368,1,2,,,0,0,0.5,0.0
287022,1,3,244.0425,0.0144444444444444,1,1,0.3333333333333333,0.3333333333333333
1109132,1,4,,,0,0,0.25,0.0
1240638,1,1,,,0,0,1.0,0.0
142754,2,2,,,0,0,1.0,0.0
567071,1,5,26.35,0.8294444444444444,1,1,0.2,0.2
559365,1,1,,,0,0,1.0,0.0
279013,1,2,,,0,0,0.5,0.0
980817,2,2,294.49333333333334,0.0844444444444444,1,1,1.0,0.5
613618,1,1,0.0066666666666666,0.0744444444444444,1,1,1.0,1.0
922581,2,2,0.0111111111111111,0.27,2,1,1.0,1.0
997846,1,2,,,0,0,0.5,0.0
1045440,3,4,0.0261111111111111,0.0661111111111111,1,1,0.75,0.25
387466,11,17,0.0079166666666666,0.0830555555555555,2,1,0.6470588235294118,0.11764705882352941
973585,3,28,350.40861111111104,0.1427777777777778,2,1,0.10714285714285714,0.07142857142857142
1337842,3,4,14.158611111111112,0.0452777777777777,1,1,0.75,0.25
1341465,1,1,,,0,0,1.0,0.0
1238935,5,14,0.0680555555555555,0.0344444444444444,1,1,0.35714285714285715,0.07142857142857142
178066,1,1,675.4327777777778,0.0788888888888888,1,1,1.0,1.0
26600,1,1,,,0,0,1.0,0.0
1125418,1,1,,,0,0,1.0,0.0
242663,1,2,1911.371388888889,0.09,1,1,0.5,0.5
865542,1,1,,,0,0,1.0,0.0
467888,1,1,,,0,0,1.0,0.0
1244146,3,4,,,0,0,0.75,0.0
1204682,2,2,,,0,0,1.0,0.0
17857,7,10,0.0330555555555555,0.075,1,1,0.7,0.1
1171029,1,2,,,0,0,0.5,0.0
319380,5,16,1031.2852777777775,0.0138888888888888,2,1,0.3125,0.125
253328,2,5,841.7319444444444,0.1005555555555555,1,1,0.4,0.2
866671,1,1,,,0,0,1.0,0.0
999378,1,8,1027.5427777777777,0.2266666666666666,2,1,0.125,0.25
504578,1,1,,,0,0,1.0,0.0
993316,1,2,,,0,0,0.5,0.0
1402877,2,2,,,1,1,1.0,0.5
554029,1,2,,,0,0,0.5,0.0
47004,2,3,0.0605555555555555,0.03,2,1,0.6666666666666666,0.6666666666666666
939961,2,6,521.8105555555555,0.0441666666666666,1,1,0.3333333333333333,0.16666666666666666
1105335,1,1,,,0,0,1.0,0.0
810579,1,1,,,0,0,1.0,0.0
798738,1,1,0.0886111111111111,0.0658333333333333,1,1,1.0,1.0
1389284,3,3,,,0,0,1.0,0.0
424706,1,5,26.92111111111111,0.06,1,1,0.2,0.2
1337847,1,1,,,0,0,1.0,0.0
1259388,3,4,,,0,0,0.75,0.0
616066,12,15,0.6990277777777777,0.0665277777777777,2,1,0.8,0.13333333333333333
1316755,1,2,,,0,0,0.5,0.0
395819,2,2,,,0,0,1.0,0.0
90719,2,4,,,0,0,0.5,0.0
46891,1,1,,,0,0,1.0,0.0
186217,1,1,,,0,0,1.0,0.0
607518,13,28,193.17166666666665,0.0499999999999999,1,1,0.4642857142857143,0.03571428571428571
33889,4,15,302.0330555555556,0.0397222222222222,1,1,0.26666666666666666,0.06666666666666667
518749,1,1,,,0,0,1.0,0.0
566590,1,2,0.0208333333333333,0.0752777777777777,1,1,0.5,0.5
415280,1,1,,,0,0,1.0,0.0
318197,1,2,171.72277777777776,24.0575,1,1,0.5,0.5
1001339,1,1,,,0,0,1.0,0.0
1170798,1,1,,,0,0,1.0,0.0
1365550,1,1,,,0,0,1.0,0.0
872005,3,4,,,1,1,0.75,0.25
977450,5,5,0.0333333333333333,0.0638888888888888,1,1,1.0,0.2
1362019,9,19,1565.3598412698414,0.2696031746031746,2,1,0.47368421052631576,0.10526315789473684
911693,1,4,2.8272222222222223,5.996666666666667,1,1,0.25,0.25
242822,2,3,,,0,0,0.6666666666666666,0.0
488142,2,2,,,0,0,1.0,0.0
1159663,3,4,,,0,0,0.75,0.0
44282,1,1,,,0,0,1.0,0.0
1065302,1,1,,,0,0,1.0,0.0
541474,21,56,1206.3211111111111,-0.0152777777777777,2,1,0.375,0.03571428571428571
1307202,1,3,,,1,1,0.3333333333333333,0.3333333333333333
216711,2,2,,,0,0,1.0,0.0
1221125,1,1,0.0047222222222222,0.0366666666666666,1,1,1.0,1.0
895113,2,2,,,0,0,1.0,0.0
1148888,3,3,,,0,0,1.0,0.0
2482,1,1,,,0,0,1.0,0.0
562966,1,1,,,0,0,1.0,0.0
1054889,1,1,,,0,0,1.0,0.0
670874,1,1,,,0,0,1.0,0.0
629269,1,2,,,0,0,0.5,0.0
218871,1,1,0.2983333333333333,0.1252777777777777,1,1,1.0,1.0
257207,1,1,,,0,0,1.0,0.0
175709,10,32,165.26499999999996,0.1897222222222221,1,1,0.3125,0.03125
1013035,1,1,0.0061111111111111,0.0625,1,1,1.0,1.0
502377,2,2,,,0,0,1.0,0.0
608513,1,1,2438.456388888889,0.0930555555555555,1,1,1.0,1.0
813175,1,4,97.84083333333334,0.0919444444444444,1,1,0.25,0.25
1338149,7,10,0.0213888888888888,0.0736111111111111,1,1,0.7,0.1
521563,4,10,502.60238888888887,18.285444444444444,3,1,0.4,0.3
229732,1,2,,,0,0,0.5,0.0
282233,11,19,0.0013888888888888,1.3788888888888888,1,1,0.5789473684210527,0.05263157894736842
957781,1,1,,,0,0,1.0,0.0
133263,1,1,,,0,0,1.0,0.0
495295,1,2,,,0,0,0.5,0.0
1059917,1,1,,,0,0,1.0,0.0
734444,1,1,,,0,0,1.0,0.0
1356492,1,2,64.99861111111112,0.0611111111111111,1,1,0.5,0.5
1209444,2,6,1.8719444444444444,0.085,1,1,0.3333333333333333,0.16666666666666666
460926,1,1,,,1,1,1.0,1.0
193232,1,1,,,0,0,1.0,0.0
1390634,2,2,,,0,0,1.0,0.0
724534,2,3,,,0,0,0.6666666666666666,0.0
229691,1,1,,,0,0,1.0,0.0
250252,3,6,170.92833333333337,0.1541666666666666,2,1,0.5,0.3333333333333333
1002236,1,1,,,0,0,1.0,0.0
501344,1,1,,,0,0,1.0,0.0
875296,1,1,,,0,0,1.0,0.0
940955,1,4,0.1913888888888889,2.0341666666666667,2,1,0.25,0.5
1303757,2,2,,,0,0,1.0,0.0
920018,3,6,0.0080555555555555,1.111388888888889,1,1,0.5,0.16666666666666666
1157950,2,3,0.145,0.3775,1,1,0.6666666666666666,0.3333333333333333
514943,18,23,6.536666666666667,0.0347222222222222,1,1,0.782608695652174,0.043478260869565216
479331,3,4,,,0,0,0.75,0.0
