default_header,review_body,label
3640001,"Uninstallable Printer !!!!: My experience with the HP 6310 was a disaster. After installing/uninstalling for 7 days, I could not get this printer to work correctly. I spent many hours with HP email support. They would send directions to complete on the 4th day that they sent me on the 1st day !I am by no means a stranger to computers, so if you are, beware this printer....",0
3650001,"Why?: Why take the most amazing song sung by the most amazing voice and remake them by people who do not have nearly the talent of Josh Groban???? I agree with the other reviewer, Yuck!",0
3660001,"One of the best movies, I have seen in a long time: I would have given this movie Five stars, but the ending made me change my mind. I am not going to say anything about the ending, because it will give the movie away for the people that haven't seen it. But this was one of the best movie's that I haven seen in a long time. It goes to show you that some people just don't care what others thing about you. That is what this movie told me. Simon was a kid that was different from everybody else and he always thought that God made him the way he was for a certain reason and he was right. There was a lot of things that he didn't understand about some of the things that other people did and got into trouble sometimes. But it all worked out for the better at the end of the movie.",1
3670001,"awesome for WII: This is an add on to our 1 controller that came with the rechargable battery, love these and great price",1
3680001,Best game ever: Great game must have. If you have a gameboy you have not played a good game untill you have played this game. Two thumbs up! 6 out of 5 stars! Very very cheep price for how fun this game really is. I love the graphics of this game. Need for speed underground is awesome. The need for speed games are all fun. One more fun need for speed game is Porsche unleashed. That game is also available for gameboy advanced.,1
3690001,"Great Read!: Good twists, surprise ending, moved along at a good pace, able to get to know the characters.Fast read, didn't want to put it down, author excellent at imagery.Have ordered the next two books in the series.",1
3700001,VHS Tape was Cracked: The video was cracked when it arrived. Hard to say if it was cracked before or happened in transit. Luckily i was able to fix it.,0
3710001,"Poor Quality Product - Customer Service Even Worse: Purchased this as my 3rd attempt with a remote meat thermometer. Like most units it was a bit flaky when wirelessly connecting the remote unit with the base. The range, however, was pretty good and the presets by meat type were useful. Like other reviewers, the unit decided about a month along to flash the maximum temperature and refused to ever work again. I made the mistake of emailing Oregon Scientific, who couldn't be bothered to reply to their own customer service email account. I have now given up on all digital and remote thermometers, and now buy the inexpensive analog models that actually work.",0
3720001,"This game is ok: I love Canasta and this set was ok, but not nearly as fun as Hand & Foot Canasta. Too bad...",0
3730001,A great fictious book.: This book was just like reading Indiana Jones- I will have to agree. It was not realistic at all and came with many Christian theories where like most justifications it only can 'beat around the bush.' Do not buy this if you have respect for the world or the truth of the world. Buried Alive is a good word for this author's career.,0
3740001,"I love the way it shaves, but......: My wife got me this razor for christmas 2004. I have loved the way it shaves, but in the first three months the battery died. It would accept a charge. Remington promptly and courteously replaced my unit under warranty. Over the last few months the charge has lasted less and less time. This weekend, we went out of town and the razor was dead as a doorknob the first morning when I tried to turn it on. This morning I plugged it in to charge it, it got too hot to touch and the display turned black. I'm assuming that it is now deceased.While I love the way the razor works, I am very disappointed with the reliability, given the price.",0
3750001,"Interesting spin on growing tomatos: To be fair, we have 2 turvy's and 2 potted.I must confess the turvy's are in far better shape than the potted plants.Our biggest fuss is that the position makes it awkward when keeping in full sun. We spent weeks turning the plant every other day. It's not that big of a deal though.Requires lots of water. You must water every other day without fail if in dry, hot, humid areas.WARNING:DO NOT BUY FROM THE WEB ADDRESS topsyturvy.com/hangingtomato.com/ or any other redirects this company may send you to.This company is deceptive. You've seen the commercial. Buy one get one free? Just pay extra shipping? They charge 31.00 for shipping, and it all comes in one box. It totals $71.78If you return it, you are refunded on $39.99.They do not refund the whole amount.Instead of $71.78, which I am still fighting the company about through the BBB, I bought 2 on Amazon.comI paid about $30.00, that includes shipping.BUY AMAZON, NOT DIRECTLY FROM THE COMPANY.",1
3760001,"Waste of money: My son and I tried to play this game, we were excited because it looked so fun and the description sounded great. But upon playing it, we couldn't figure out how to get items or move places. Very boring and frustrating, not to mention a HUGE disappointment. Graphics are pretty lame too. The picture on the front of the case makes it look so much better than it is. Don't be deceived. Don't bother buying.",0
3770001,"Deserves 0 stars: I would give this book zero stars, but the minimum was one. I use it only when I have to and refer to Schaum's Thermodynamics Outline for all concepts. My Professor uses this book and the average grade in the class has been an F without curving. The book is organized chaos!",0
3780001,"Love this movie: I love this movie from my childhood, and showed my husband it here on amazon. He loved it just like I did! So funny and entertaining! Clean, hilarious and happy!",1
3790001,"Huge disappointment: All that made Björk so lovely is gone here. Vespertine surely is a terrible mistake of her or in Björk's on words ""How extremely lazy of me"". The songs on Vespertine lacks almost everything good; the solid playfulness of Debut, the dreamlike string fantasy of Post and the violent yet in times uplifting crash-boom sound scapes and moods of Homogenic and all the colourfull variations in sounds. This is no masterpiece and the detailed descriptions of her intercourse (Cocoon) was really embarrassingly stubid...!I really hope She'll recover from Vespertine and take a new direction in her music.",0
3800001,"wisconsin airdyne: We are satisfied with the evo comp bike.We saved $250.00 by purchasing it on line.The directions in the package made it easy to assemble, take the time to read the written directions and assemble in that order.The evo comp. replaced our very old(and still working) airdyne that we sold on craigs list. the evo comp is so smooth and quiet compared to our old airdyne, and you do not have the wind blowing in your face as the old one did. We looked at and tested other types of exercise bikes and ecliptical machines before choosing the evo comp. It gets used twice a day, and is a enjoyable exercise machine. We are happy with the evo comp purchase. every thing is working properly so far. The only thing I had concern about was the excessive shipping damage to the box, and after opening it and inspecting the parts every thing was fine.",1
3810001,Deceptive product: This product installs a monitor software program that may track and report all of your software and data to a server on the Internet. The software runs whether the TurboTax program is active or not. The software may prevent you from accessing your tax records if you use a new computer or upgrade your present machine because a new key activation has been refused by Intuit. Save yourself a lot of grief and headaches and buy a different product from another company. This software essentially installs a virus on your machine...,0
3820001,"Not quite the whole story: Wrting the history of an ancient event---and the 1948 presidential election is an ancient event---leaves you at the mercy of the written word since nearly all of the major players are gone. And that written word can be treacherous when it is not downright misleading. Dr. Karabell depends, as all historians must, on printed or Oral History accounts of the events he reports...and those reports are often self serving when they aren't downright false. Dr. Karabell does a workmanlike job in describing the 1948 campaign but the small errors that keeep popping up are annoying (James Reston was not a columnist for the New York Times in 1948 nor was Thomas Dewey a US Attorney in New York) and makes one wonder about the larger facts.",0
3830001,"THE BEST SONG EVER!!!!!: I think the Vengoboys are so cool because their new song We Like to Party is one of the best songs ever!! The first time I ever heard it in was on a radio station with Rick Dees. When I just heard it, I got in love with it and I think it should be the song of the year!!!!",1
3840001,"Not BD quality: A little bit disappointed. The scenes were specticular; however, the filming quality was not so good. Made me feel like watching DVD. If you ever watched ""OVER ALASKA"", you would understand the difference.Overall, I do not think it is worth the money for a blu-ray title.",0
3850001,Fell apart the first day I used it!!: Either way this was only $1.99 for the charger not a deal but I just went ahead and dealt with because it was so cheap!!! But just bought another one but it's a home charger might have better luck! I guess! lol But I would just reccommend the home charger instead of the car charger!,0
3860001,"Disappointed: When I add the recommended amount of cheese & salsa, it bubbles out of the side and makes a mess. The Quesadillas taste good, but having to clean up after each one makes it more trouble than I expected. Reducing the filling amount helps but you end up with a very thin Quesadilla. I like the idea of this product but overall this particular product did not meet my expectations.",0
3870001,"Puppy School: Everything You Need to Know to Raise the Perfect Pup: Excellent book for the new first time puppy owner, or someone who has forgotten what puppies do. I do think a training class is also needed so the pup gets some socialization, too.",1
3880001,"yes-symphonic: great dvd high quality sound and picture.yes is still awesome. the orchestra was great. i really enjoyed watching them get into the music as much but not overpowering the band.more,please.concert u.s.a.please.keep rockin!!",1
3890001,"Bulbs arrived broken, bad packaging: the package arrived with bulbs broken inside. I called amazon and offered to return, and they asked me to discard the contents and gave me a refund. Both the manufacturer and amazon should have packaged these items better. Anyway, I went and bought the bulbs from the local store. Basically ended up wasting a week waiting for the bulbs. Overall, the only good thing to mention here is that amazon's customer service folks did a good job with the apology and refund.",0
3900001,"Broken: Not even a year after purchasing it and making all the modifications that were recommended (pencap in the lid to keep it running!) the item has stopped working. What happened was the litter dust got into the gearbox underneath and kept the teeth from interacting. I've cleaned the litter dust out, but the cheap plastic gears won't catch now. It's a flaw in design. Don't waste your money. If you have one already and it starts clicking-- try cleaning that gearbox underneath out. It may not be too late!",0
3910001,"Bland, unimaginative twist on Zeppelin: I bought this album in hopes of finger-blistering flamenco and fluid acoustic renditions of my favorites. Instead, i received a CD with the most straight-forward, carbon-copy of the originals. Each song is almost exactly note-for-note. DeVinck takes the stength out of each track with dulled versions of Page's original riffs and solos. I was not expecting a masterpiece or top-notch classical guitar when I bought this album, however, i expected a little more talent and creativity to be displayed (like the string quartet tributes 1 & 2). Anyways, i say pass on this one, but you might like it... if you like elevator music.",0
3920001,"what a waste of talent: What can i say - eagerly awaited but bitterly dissapointed. - No doubt Peter Cetera has class - he has been making records for years but this is one that he really should not have bothered with.His voice still rings true but with lyrics that a child could have written, not even his sweet smooth voice can save this complete waste of time -- The only saving grace is that there are only 10 relatively short songs on this cd.If you like Peter Cetera this is one Cd that you can leave alone - I suggest you go back through his catalogue and listen to songs with meaning - real songs. His previous albums are far superior. Look out for his self titled Cd - Its rare but worth it - released in 1981 but still sounds great.My only suggestion to Peter is that he really should try to write more lyrics. The man has been responsible for some of musics most moving lyrics - but this album reduces him to a has been. Both he and us, the public, deserve better",0
3930001,AVOID AT ALL COSTS: Please do not waste you hard earned $$$ on this. After I was turned off by this thing I spent big bux on the real teal from Harris. It would have been cheaper if I hadden't spent $ onthis in the first place. AVOID...this thing is nothing more than a paper weight.,0
3940001,"Tedious and unimaginative: I think the other bad reviews kinda sum up my feelings of this book. But here's some things that really bother me:1) There is no real conflict in this story. There is one incident that comes across as problematic with potential hazard to one character, but of course that character comes back in perfect condition. But THAT'S IT!2) It has that happily ever after ultra-sweet ending. (Pardon me as I choke back the cheese factor that I had to swallow from this story.) I don't usually have a problem with these sorts of endings, but when everyone gets what they want in the end without too much effort, what's the point?3) A really stupid, almost mentally challenged representation of evil. A band of evil that really has no clue what the good guys are doing. A band of evil that has the same abilities as the good guys, but doesn't really put them to use. Not to mention this very fact: since when did evil play by the rules??",0
3950001,"John Hammond Fan: Being a longtime fan of the blues and John's,it' refreshing to listen to his early stuff. It's no wonder he's still around doing what he does best.",1
3960001,An infomercial in paperback form: I was an idiot for buying it. The author hawks her leash product throughout the book and acts as if not owning one will make you a bad dog owner. The Dummies book is much better for new owners. The Monks of New Skete also do a really good job. Stay as far from this infomercial as you can!,0
3970001,"Start With A Written Business Vision, Build A Business: Very practical introduction to keywords like Business Vision, Business Mission, Business Objectives, Business Strategies, and Business Plans. Allows startup business persons to begin to articulate their message of providing needed goods and services to their customers easily - essenced to one page. Think, imagine, fill in the creative blanks and create a good, simple one page Business Plan which is exactly what the title claims is the desired end result from reading this short workbook.",1
3980001,"Very Bias: This book is very distorting. It only tells half truths which would lead a person to believe that things are much worse than they really are. for example, this book lead a person to believe that only minorities get the death penalty. The truth is that between 1977 and 1999, whites made up 63% of all executions in the United States. I can summarize this book in few words. ""we need laws that make it impossible to lock up minorities and women while ensuring that white men are the only ones who suffer from their crimes.""",0
3990001,"Worth it for the Chocolate Cake Recipe Alone!: This is an easy to read, well-illustrated cookbook, and the recipes are delicious. It would be worth it for the wonderful chocolate cake recipe alone! Can't go wrong with this one.",1
4000001,"I don't care much for Dr. Seuss but after reading Philip Nel's book I changed my mind--that's a good testimonial to the power of Rel's writing and thinking. Rel plays Dr. Seuss the ultimate compliment of treating him as a serious poet as well as one of the 20th century's most interesting visual artists, and after reading his book I decided that a trip to the Mandeville Collections of the library at University of California in San Diego was in order, so I could visit some of the incredible Seuss/Geisel holdings they have there.There's almost too much to take in, for, like William Butler Yeats, Seuss led a career that constantly shifted and metamoprhized itself to meet new historical and political cirsumstances, so he seems to have been both a leftist and a conservative at different junctures of his career, both in politics and in art. As Nel shows us, he was once a cartoonist for the fabled PM magazine and, like Andy Warhol, he served his time slaving in the ad business too. All was in the service of amusing and broadening the minds of US children. Nel doesn't hesitate to administer a sound spanking to the Seuss industry that, since his death, has seen fit to license all kinds of awful products including the recent CAT IN THE HAT film with Mike Myers. Oh, what a cat-astrophe!The book is great and I can especially recommend the work of the picture editor who has given us a bounty of good illustrations.",1
4010001,"The book covers several generations, so with each generation you have to re-learn all the characters. It is difficult to keep track of who's who when every time you get to know the cast, 200 years suddenly pass and we're in the middle of a new crisis. I didn't read the whole series because of this -- it was obnoxious.",0
4020001,"This is the most wonderful, imaginative, seductively and creatively written book I have ever read. I have since read it again and again and have never had the same emotions twice. I appreciated his use of Latin American myths as reality while intertwining it with seduction and complex relationships. It made the writing so rich and full of color. I could picture each detail in my head and almost smell and hear events as they unfolded.To those who cannot decipher this book...then you are not reading it with your imagination and with your soul. True the writing is not traditional but it is so rich and full of descriptive characters that the narrative style contributes to understanding the story.I cannot express enough how much this book has influenced me to read and enjoy Marquez's writing. Since reading this book, I have read each of the books that have been translated into English.",1
4030001,I bought this book for one of my daughter's school projects. It arrived in a timely manner and was in great condition. I am very satisfied with my purchase.,1
4040001,"As a fan of The Jeff Corwin Experience, I eagerly bought this book when it first came out. I was very excited to read it and was definitely not disappointed. Jeff's humor and wit are even more apparent in the book, and his knowledge is shown to be flawless.The book is composed of four sections, each of which explore an area of the world: Arizon's Sonoran desert, the African savannah, the Costa Rican rainforest, and the Llanos of Venezuela. I found this selection perfect, as I'd seen specials on each of these previously. I hope, however, that maybe Jeff will explore other areas, perhaps Australia or Asia, in future books. Jeff does not merely describe animals or give facts about them; he composes an intricate story about each animal, sometimes to the point that you feel very concerned or saddened when something happens to the creature at hand. You are not really learning about Jeff's experience with the animals, you are experiencing them firsthand.The book is definitely well-written. Jeff's humor and enthusiasm come across loud and clear. Also, the photographs are second to none, and almost all of them (except perhaps five) were taken by Jeff! My only disappointment about the book was that the editing was a tad sloppy, as there were typos and words missing at times.Overall, however, this is a superb book for an Animal Planet viewer, an animal lover, an explorer, or a Jeff Corwin fan.",1
4050001,"I'm still not to sure what possessed me to read this. Sure a bunch of people I knew said it was great. Now I'm seriously questioning their sanity. For some reason I kept reading, as I hoped it would get better. 600+ pages later, I've realized that I'm never going to get that time back. The author manages to reduce the Tudor Era into a cheesy soap opera. Seriously, one could have just replaced the names with modern day ones, and set the story in some inner city, and made it about drug dealers and prostitutes, and it would have more or less read the same.First off, the main character. Besides Bella in Twilight, I'd find it difficult to find a more bland and boring main character. Her sum goal in life seems to be, I want to marry for love! and have lots of bouncing babies! The author glorifies this, by contrasting her to her nymphomaniac of a sister, Anne, who's depicted as cruel and comes off as an insane harpy. Now, the author considers her self a feminist, yet she portrays the active woman as a monster, and the ""good"" woman, as passive and bland. Oh, and if its not subtle enough, Anne has dark hair, and dark features, while the good sister, has blond hair and pale features. Coincidence? I think not.Now, on to the history of this book. For some reason the author decided that all allegations made against Anne were true. This is the historical equivalent of saying that all the allegations made during the communist show trials of the 50's were true. The author takes this to the extreme, and in her book, Anne sleeps with her own brother in an attempt to get pregnant. At the end, the whole thing just comes off as offensive.The writing is pretty bad also. The heavy use of foreshadowing doesn't help the situation. I'm pretty sure people already know what happened to Anne, so they aren't going to be saying when they reach the end of the book ""Darn...I should have seen that coming!""In short, save your money, save your time and read some good historical fiction. Like Susanne Alleyn's A Game of Patience, or The Caviler of the Apocalypse.",0
4060001,"SAHM I amThis book will give you some chuckles, and if you are like me, some real tears of both joy and sorrow, especially around page 240. This conveying of emotion to the reader signals successful writing to me.The story unfolds solely through exchanges of emails among a group of Christian women friends, who have met online. I too have a supportive circle of friends I've met online (I'm in California, two are in Texas and three in Ohio), so I can relate to this group of online pals.The most magnetic yet repellant character is Rosalyn ""SAHM I am loop moderator"". She has a tormented self esteem which causes her to build a ridiculous and annoying know it all persona. I found her spirit to be somehow endearing. Read it and see.I'm hoping for a sequel. Will Rosalyn and her sister reconcile? An adoption from Ethiopia. The new member. How does it go?",1
4070001,"Well, I was immediately taken to the bookworm-turned-reluctant-hero. After all, those of us who read fantasy are usually all bookrooms secretly wanting to be heroes. The grungy realism of Gil and the political situation on the island transported me there, faster than most other books. I was afraid not only for the characters, but also felt the danger to myself. Kind of spooky!I don't want to ruin the tale for anyone, but the revelation of some of the characters toward the end was a bit predictable and too pat. All that said, I stayed up until 2:00 a.m. finishing this book--evem when I had to go to work at 7:00 a.m. the next day! It held me spellbound for the entire evening. If you are looking for a few hours' escape from this world which will lead you back appreciating your own world much more--this is the book! Read this book and enjoy!",0
4080001,"I agree that having it taken from Dostoyevsky's Brothers Karamazov did diminish it somewhat, but not to the degree the first author postulates.This book is scary. Damned scary. Excerpt or not, this is a truly frightening book because it not only explains succinctly how a person in the Inquisitor's position might justify his actions themselves, but also how he might rationalize such an act against the people he is charged with and sworn to protect and bring enlightenment to. (The church was, at the time, one of the sole places to find literate and educated peoples.) Dostoyevsky's observations could be used to explain not only the Inquisitions and witch trials throughout history, but could also be applied to explain a great many modern day atrocities.That makes this important--in pretty much any form. And given the short attention spans of people these days, I'd rather them read this than not consider these ideas at all.",1
4090001,"Not as serious and intense as Lord Of The Rings, it's intended to be more of a semi-lighthearted children's tale - which is does brilliantly. Cheery at some points and very dark at others, by the time the end is reached (or so it seems...) the tale has come full-circle and given the reader a pleasant taste of a great story told by a master storyteller. Probably best geared for the 8 - 12 age group, but good for adults as well - and an almost necessary prerequisite to the Rings trilogy.",1
4100001,"This was one of the best books I have ever read in my whole entire life. It tells the tale of a boy that has to change his whole course of life because of the Battle at Lexington. Although the beginning was slow, everything after that was action packed. I would try to reccomend this to all of my friends.",1
4110001,"As a school teacher, I am always looking for resources to use. This book is a treasure! Classic literature with high interest for today's youth. (Anything pirate raises their interest!) This edition is an excellent buy.",1
4120001,"When it comes to pizza there are two basic preferences. Either you go for something simple and you sprinkle one or two light toppings sparingly to enhance the flavour of the crust and the flavour of the tomato sauce that has been finely balanced with herbs and spices. Or you go the other way and you overfill your pizza with your chosen toppings and even sometimes include as many different toppings as you can think of. This book is mainly for the latter type of pizza. If you enjoy filling your face with a smorgasbord of flavours and textures only to feel bloated and ill afterwards then this is the book for you. If, on the other hand you want to get down to basics and do things more simply yet at the same time produce something sophisticated in flavour and texture then you'll need a different book. Although the technical information and secrets are available online I have not yet found a printed book on true pizza excellence. Printed cookery books are aimed to appeal to as many buyers as possible who won't want to bother searching for the correct flours and do the necessary experimentation for success. On the other hand what has prevented me from rating this book a one star is that it has some use in suggesting unusual toppings but I will include only one or maybe two toppings on a pizza and much reduce the quantity.",0
4130001,"John Steinbeck's East of Eden is truly a work of art, blending history and Biblical allusions into a masterpiece. The story is set in Salinas Valley, California, and follows the journey of the Trasks and the Hamiltons, two families whose fates intermingle in a beautiful and devastating relationship. The characters each find his or her own path in life and inevitably meet one another, impacting each character's life in the most profound and unique way. Throughout the novel, Steinbeck touches on powerful themes, including fate versus freewill and the search for one's true identity as well as the complications and consequences of both requited and unrequited love.The novel is separated into three sections, each an interesting story that reveals a part of the characters' lives. The stories overlap, as characters grow older or pass away between sections. Relationships are renewed, broken, or newly established. As the plot progresses, the characters become involved in more than one story, creating a complicated yet beautifully woven story.Each character on his or her own contributes part of his or her life to the ever-growing plot. From the secretive Cal and the lovable Aron to the murderous and vengeful Cathy, each character presents a different personality, either fitting or contrasting with other characters. The reader can sympathize with Cal, who is jealous of his good-natured brother Aron and wishes to be accepted as much as his sibling. The reader can relate to the boys' experiences, innocent young children who grow up and commit sins and lose their childish naivet&eacute;. Referring to the story of Cain and Abel, Steinbeck elevates the story of these two brothers to Biblical proportions, setting the foundation of behavior and emotions that every person goes through. The effect of Steinbeck's allusions is that the reader applies the story to his or her own life, making chilling discoveries on how similar people are, no matter the difference in character. The relationships between these unique individuals of the novel have such a powerful impact on their lives that the reader is forced to stop and wonder at the ways people are affected and altered, regardless of the size of the change.Steinbeck's masterpiece reveals to the reader the way people touch each other's lives and the impact of these changes through the intricate relationships between his characters. East of Eden is at once both powerful and mesmerizing, a literary journey that captures the audience's heart and leaves the reader deep in thought long after completing the book. East of Eden is highly recommended, not only as a beautiful work of art to cherish but also as a guide to self-discovery.",1
4140001,"Collapse is too vast to review. The topics covered, the ideas presented and the facts Diamond lays bare are so vast and overwhelming that not only did the book take me a long time to read, it took me completely by surprise.Definitely recommended reading if you're interested in sustainability, anthropology, history or futurism. It's got it all, and it's scientific as hell.His Pulitzer prize winning Guns, Germs and Steel, next.",1
4150001,"Larry Brown shares the emotional trauma of being a firefighter in his book On Fire. The book is a true to life account of what it is like to be a firefighter, from the crazy things you do to the heart wrenching life or death scenarios at the scene of an accident. Anyone looking into becoming a professional firefighter should read this book.",1
4160001,"The first time I had ever heard about Jane Eyre I was a senior in high school, and no it was not required reading. I feel as though more and more the school systems are moving away from great literary classics. I for one did not read very many, and as an English major in college, I find I have to do a lot of catching up on my classics . . . but that's a totally different topic.I saw very early on in Jane Eyre a sort of Cinderella story unfolding, and it turned out to be very close to the story, however it was by no means exactly like the Disney version everyone knows. I loved her struggle, independence and stop-at-nothing-to-be-happy-and-fulfilled drive to change her life. At first I was angry with her for leaving Rochester, but then I felt respect for her because she was just standing up for her morals and values. Plus, it all turns out happy in the end!The one part of the novel I was unhappy with was when she runs off into the country side and coincidentally discovers her long lost cousins, the Rivers. This part of the book is very dry and dull in my opinion. It also gets creepy when her male cousin St. John tries to marry her. Yuck! But, going through that section makes the ending that much more enjoyable and happy. Some men may not like the end, but it is very beautiful and romantic. Cinderella gets her prince. This is a great feminist novel as well.",1
4170001,Maxwell's writing is enjoyable but the restraint of his characters makes the story very slow-moving and boring. Reading this book was a chore,0
4180001,"I had heard of Uncle Tom's Cabin all my life and finally decided to read it. What a wonderful suprise! It is well written, has well-developed characters, a fast-moving plotline and is very inspirational. I was amazed at how it is openly Christian. I have heard people be called &quot;Uncle Toms&quot; in a derogatory way. After reading this book I'd say &quot;wow, what a complement ... Uncle Tom is an awesome example!",1
4190001,"These people can do nothing wrong so far, what is really interesting about this book, is we start to see how the evolving influence of the acceptance of oil painting in Italy is starting to influence Fresco.In the prior books, the color tonality revolves around the support of the egg tempera painting paradigm fresco had been bred under, and the glow and influence of that medium, is transcended in fresco.This volume starts to show, that oil painting is taking off, and fresco is influenced, and the segway between Tempera and oil is captured with all the subtle changes as fresco evolves.We are in the carry over from the good old Botticelli days, to the ""What is this guy Leonardo up to, days"". How this influence migrates into fresco is very interesting and well represented.What this book really highlites well, is how Raphael, was in the middle and tried to sew it all together...as far as synthesis and integration goes. The quality of the images and text reflect this too perfection.The contrast back and forth is amazing and captured so well.A darker tonality sets in, but the highlites of still emulating tempera are preserved, so fresco is ""keeping up with the times"", these books are nothing short of stunning and incredible, if you study fresco, this series is a masterpiece of publishing. I have written reviews before on the other volumes, and the quality never stops coming. IT DOESNT GET BETTER...PERIOD!!!!!!You would not reget any aspect of your purchase, and the price is more than fair. Once engaged, these are hard books to break away from, you become mesmerized...it is such high quality work.Here is the best part....the book winds down at the Farnese Palace/Gallery (now the French embassy in Italy)....hopefully this is a bookmark....anticpating the next chapters which would be an early, mid, and late Baroque Fresco book series addition.These folks are great, and they have to keep going, we left at the Caracci, so hopefully we can look forward to DaCortona at the Pitti and Barberini palace, some Luca Giordono at the Medici,Carlo Marratta, (Clemency) , Pamphili Palace etc. The continuation to the eventual Baroque vs Roccoco vs Neo-Classical shoot out would be incredible to follow, with the effort to quality and integrity that the publisher, author, and photographer are committed to.I really think Venice Frescos, should be their own book, there is just too much there, just call it Italian Venice Frescoes.Keep the Baroque to Roccoco track focused in 3 volumes.This way lesser known Baroque work can be included in the Baroque volumes and we can pick up the Plethora of Venetian work in its own volume. Tiepolo and Veronese influence would fill its own book too full. What is so great about this effort is it is including great work from lesser known artists. That should keep going.These books simply cannot stop coming, and cramming the Baroque into one volume would be a mistake.Yes, this is a long review, so I apologize I am just trying to communicate enthusiam to potential buyers , so the publisher can keep going, you simply cant go wrong...and this is not a solicited nor a planted review...this is real...I have spent time in Italy...these people know exactly what they are doing, and they are doing a job that would exceed anyones expectations.And finally a very strong thank you to the publisher...a number of frescoes, which I had requested after the first books, were captured in this one, I can only hope that my reviews could contribute to the strategic direction of such great work.",1
4200001,"I've only read one other translation of the Dialectic, but this one was by far the better one. This is a must read for anyone interested in the evolution of our culture or philosophy. Their critiques of society apply to cultural change and advancement in a rich country in general; this book was relevant several years ago and will still be relevant decades from now.",1
4210001,"Undoubtedly Clarkes scientific and philosophical ruminations are to be taken seriously, he is a proven clairvoyant in this respect. But to bring these values to a text and sweep the reader along is a monumental feat. With 2001: a space odyssey the synthesis was brilliant and Clarke flew us through the solar system barely stopping to explain how the escape pods worked. Unfortunately 3001:the final odyssey leaves you feeling like you read the manual but never climbed aboard.",0
4220001,"The first time I read Confederacy, I was very ambivalent about it. I couldn't decide whether I liked it or not. So I read it again. And then again. Each time, of course, I snickered and laughed out loud in a couple of places. (Miss Trixie trying to help &quot;Gloria&quot; off the floor, Ignatius rallying the factory workers and becoming aroused as they lifted him onto the table, the infamous letter to Ableman...well, you get the point.) And yet--there was something immensely pathetic about the book and the characters. I gave it to my daughter to read--she has worn out four paperback copies. I have worn out three. I think this has to be one of my two or three favorite books of all time, for several reasons. First, it is so extremely well-written. Even after the first reading, when I wasn't sure I liked it, I could appreciate that it was so well-written that this in itself could have won it the Pulitzer. Secondly, the characters are real people. I have never been to New Orleans, but trust me, there are people like Jones, and Lana, and Gonzalez, and Mrs. Gonzalez, and Mrs. Reilly and her gentleman friend everywhere. With each reading, I gain new insight into one of the characters. And finally, it perks me up to realize that my life isn't so bad after all, compared to Ignatius and his valve and his complete inability to hold a job or do anything meaningful with his life--or compared to his mother, putting up with Ignatius. The pathos equals the comedy. Actually, that may be its best quality--that it can describe and detail several truly pathetic lives in a way that an outsider looking in can get past the tragedy and the pathos and laugh. And isn't that what comedy is all about?",1
4230001,Gives you a prospective of the events from the lower enlisted mans view and risks. An easy read which outlines the hardships the pacific theater POWs had to face.,1
4240001,Fascinating story that you can't put down. Pretty gory in spots. I heard it is based on a true experience. Hard to believe. But maybe not! See what you think.,1
4250001,"If you're ever down, buy this book and keep it on hand. It's sure to lift your spirits!!! You may even start tap dancing!Likable and believable characters, good story line told with great charm and humor (not the cynical brand of humor that is so often found in today's writing)--just charmingly funny. When this book came to the end, I thought how much I'd love to see it made into a movie!!!",1
4260001,"I first read Contact in 1985 in paperback form. On one of the first pages it said &quot;Soon to become a Major Motion Picture!&quot;. 12 years later, this statement came true. I cannot recommend any other book that so captivated me with originality in a world chock full of &quot;same old stuff&quot; novels.The movie story-line, allthough a bit different from the movie, makes it an equal match.I highly encourage everyone to read this book",1
4270001,"When I read this book, I couldn't believe that the author was a man! Andrea's thoughts were so like the thoughts I've had, it was extremely believable. In both books I've read by Blake Nelson, I can honestly say he is a laudable author. I hope to see more books by him on sale very soon.",1
4280001,O'Neill produces a triumph about the turbulent bonds between members of the Tyrone family. The play is enhanced if you have a knowledge of the author's own life. This play is readable due to a large amount of description and stage directions. Beautiful work by the great American dramatist.,1
4290001,"Douglas Adams, author of The Hitchhiker's Guide to theGalaxy, is truly a genius. Arthur Dent is taken from amodern Earth, seconds before it is destroyed, by FordPrefect, stranded, not-from-Earth researcher for TheHitchhiker's Guide to the Galaxy. After series ofpainful, shocking events, Arthur is rescued byTrillian (a brilliant former earthling), ZaphodBeeblebrox (the absurd former president of thegalaxy), and Marvin (a depressed robot). Zaphod hasstolen The Heart of Gold, and is now being chased bythe police. The five land on an ancient planet, theinhabitants of which tell of the search for the answerand question to life, the universe and everything, asearch which Arthur has now become a large part of.The Hitchhiker's Guide to the Galaxy lacks a clearplot and the ending makes it clear that it isnecessary to read the next book; however, neither ofthese features are bad things. The theme is probablyjustice, because Trillian, Zaphod, Ford, Marvin, andespecially Arthur face injustice, and go against it. Iloved the story; my only complaint is that a third ofthe book is a making of the movie section and is notworth reading unless you loved the movie. Prepare forplot twists, cliffhangers, and laughter!",1
4300001,"Ackerly is a naughty naughty man. I agree with another reviewer who said that he was honest in his depicitions of the people he encountered as well as himself. Ackerly understood the hearts of the people he knew. Often he made fun of what he saw in people, but he knew them and knew when to put away his naughtiness. This was a great book. It was funny and charming. It gave me a glance into what India was like and may still be. I highly recommend this book to anyone with an open mind.",1
